company,date,rating,pros,cons,type,id,year,date2
World Vision UK,"Feb 21, 2017",3,It's fun and the people you meet are very nice,The team leader had no idea what he was doing. The training was a disaster. Less than a full day. The bosses only look at numbers.,Charities,4585,2017,2017-02-21
World Vision UK,"Mar 2, 2017",4,Meaningful work - makes one feel like one can make a difference,Too frequent restructuring and downsizing,Charities,4586,2017,2017-03-02
World Vision UK,"Mar 2, 2017",5,"I absolutely love waking up every morning knowing I am headed to work at an organization that is making a difference around the globe. I do not work in the field or with the children and families we serve directly, but my work in corporate marketing here at World Vision still makes me feel like I am a part of something that truly matters. I have had excellent colleagues who have become friends and have been blessed to...","It's a non-profit organization, that means money is always tight. Sometimes I feel like the organization prioritizes the least expensive option and sacrifices quality and time.",Charities,4587,2017,2017-03-02
World Vision UK,"Mar 2, 2017",5,"Being a large International NGO with over 40,000 employees, World Vision is able to maintain a friendly company culture across continents and cultures. World Vision is a reputable organization that is making a real impact in the world and I feel fortunate to be a part of that positive change.","The complex organization structure sometimes leads to some bureaucracy, but this is not uncommon for for such a large international organization.",Charities,4588,2017,2017-03-02
World Vision UK,"Mar 2, 2017",5,"What World Vision does around the world is AMAZING, the lives changed, the children that have received clean water, school, and other aid is why I work here. very few organisations can do this to the scale of World Vision. 
- really caring about what WV does in the world
-size makes donor dollars go further (economies of scale)","some disconnect between upper level leadership and younger employees. 
the organisation likes to hire outsiders for mid to upper managerial positions. This can some times lead to a disconnect with new leaders and the rest of the organisation. like any other non profit, pay is low compared to the private sector but that is to be expected.",Charities,4589,2017,2017-03-02
World Vision UK,"Mar 2, 2017",5,"I love working for an organization that is doing great things in the world and that also incorporates my faith. World Vision has an outstanding culture and employs people who are both smart and nice. Salary is competitive for the nonprofit sector, benefits are competitive for any sector.","The only cons are those that come with any large company: Sometimes takes longer than necessary to get things done, top-down communication could improve, etc.",Charities,4590,2017,2017-03-02
World Vision UK,"Mar 11, 2017",5,"Trys to be a positive, supportive environment, even when during a long term financial downturn",Huge infrastructure makes it difficult to react quickly to changing times,Charities,4591,2017,2017-03-11
World Vision UK,"Mar 14, 2017",4,"Everyone I met on my team as well as other departments was genuinely kind, loving, and wanted to be at World Vision because of the good work this company does in the world.","Higher management is not always looking out for the best interest of current employees, they favor external candidates rather than developing internal talent.",Charities,4592,2017,2017-03-14
World Vision UK,"Mar 16, 2017",5,"Flexibility, faith development, personal growth, supportive leaders and management.","Salaries are competitive with other NGO's, but it is low in comparison with for profit.",Charities,4593,2017,2017-03-16
World Vision UK,"Mar 20, 2017",3,Faith based with lots of opportunities to grow. Flexible working,Challenging work life balance overall,Charities,4594,2017,2017-03-20
World Vision UK,"Mar 24, 2017",5,"Good working environment , better management",Frequent staff turn over which affect  work life balance,Charities,4595,2017,2017-03-24
World Vision UK,"Apr 19, 2017",3,"- If you are religious, working here is good for your personal development and relationship with God since there are devotions, prayer sessions and staff retreat
- Colleagues are generally nice","- Sometimes the boss micro-manage you 
- Work system not very clear",Charities,4596,2017,2017-04-19
